Jira	Jira		04/11/2014	9999-12-30 00:00:00	CANCELED	04/11/2014 - 14:56
Jira	Jira		04/11/2014	9999-12-30 00:00:00	DECOMMISSIONED	28/08/2015 - 13:10
Jira-Otod	Jira		17/01/2018	9999-12-30 00:00:00	Operational	17/01/2018 - 12:09
K3CR 09112018	K3CR 09112018		09/11/2018	9999-12-30 00:00:00	Operational	09/11/2018 - 12:20
KDB-WWO	KDB-WWO		19/09/2019	9999-12-30 00:00:00	Operational	19/09/2019 - 14:23
KE-OTOD-3	KE-OTOD-3		02/04/2020	9999-12-30 01:00:00	Operational	02/04/2020 - 11:58
KKD	KKD		02/06/2020	2020-06-16 07:54:00	DRAFT	02/06/2020 - 08:06
KKD	KKD		02/06/2020	2020-06-16 07:54:00	DECOMMISSIONED	16/06/2020 - 08:01
KKD	KKD groot onderhoud 20200624		24/06/2020	9999-12-30 01:00:00	DRAFT	24/06/2020 - 12:15
KKD	KKD groot onderhoud 20200624		24/06/2020	9999-12-30 01:00:00	Operational	24/06/2020 - 13:13
KOA HOWW	KOA HOWW 20200615		15/06/2020	9999-12-30 01:00:00	Operational	15/06/2020 - 13:39
KVB	KVB		19/12/2016	9999-12-30 00:00:00	Operational	19/12/2016 - 14:14
K_enS-apps	K_enS-apps		13/10/2016	9999-12-30 00:00:00	CANCELED	13/10/2016 - 12:56
K_en_S-appl	K_en_S-appl		13/10/2016	9999-12-30 00:00:00	DECOMMISSIONED	14/08/2017 - 10:05
K_en_S_apps	K_en_S_apps		13/10/2016	9999-12-30 00:00:00	CANCELED	13/10/2016 - 11:45
LAS	LAS		11/09/2014	9999-12-30 00:00:00	Operational	11/09/2014 - 10:58
Leerproject	Leren bij ons te werken		19/08/2016	9999-12-30 00:00:00	CANCELED	19/08/2016 - 13:40
Linux_een-mijnomgeving	Linux_een-mijnomgeving		22/10/2014	9999-12-30 00:00:00	CANCELED	22/10/2014 - 10:40
LIRA	Lira Lola in OTOD Cloud		26/08/2013	9999-12-30 00:00:00	DECOMMISSIONED	10/09/2015 - 19:11
LIRA	LIRA na GOH		29/11/2016	9999-12-30 00:00:00	Operational	29/11/2016 - 14:51
Lira Lola	Lira Lola		04/07/2014	2014-07-18 07:41:00	CANCELED	04/07/2014 - 10:39
Lira Lola	Lira Lola		04/07/2014	9999-12-30 00:00:00	CANCELED	04/07/2014 - 13:50
Lira Lola			09/07/2014	9999-12-30 00:00:00	DECOMMISSIONED	29/03/2018 - 17:57
Lira Lola_oracle	Lira Lola Oracle		19/08/2016	9999-12-30 00:00:00	DECOMMISSIONED	05/10/2017 - 17:05
Lira Lola_oracle	Lira Lola Oracle		12/08/2016	onbepaald	DRAFT	12/08/2016 - 16:29
Lira Lola_oracle	Lira Lola Oracle		12/08/2016	9999-12-30 00:00:00	CANCELED	12/08/2016 - 14:37
maildeltest2d	sdfsdf		09/04/2013	2013-04-11 15:07:00	DECOMMISSIONED	10/04/2013 - 11:11
maildeltest8d	maildeltest		09/04/2013	2013-04-17 15:06:00	DECOMMISSIONED	17/04/2013 - 17:10
mailmail12	mail test		13/02/2013	2013-12-30 00:00:00	DECOMMISSIONED	22/04/2013 - 10:55
mailreltest	mailreltest		23/01/2013	9999-12-30 00:00:00	DECOMMISSIONED	22/04/2013 - 12:10
MIMAS	MIMAS		20/09/2016	9999-12-30 00:00:00	Operational	20/09/2016 - 11:26
MIMAS	MIMAS cluster		03/06/2013	2013-06-17 12:45:00	DECOMMISSIONED	22/06/2013 - 09:45
MIMAS test	Mimas cluster		21/06/2013	9999-12-30 00:00:00	DECOMMISSION_FAILED	18/05/2018 - 12:00
MIV	Management Informatie Voorziening		03/03/2016	9999-12-30 00:00:00	CANCELED	03/03/2016 - 11:24
MIV	Management Informatie Voorziening		03/03/2016	9999-12-30 00:00:00	DECOMMISSIONED	22/11/2018 - 09:44
ModusOne GOH	ModusOne GOH		11/10/2016	9999-12-30 00:00:00	DECOMMISSIONED	11/10/2016 - 13:21
ModusOne goh	ModusOne goh		11/10/2016	9999-12-30 00:00:00	DECOMMISSIONED	24/10/2019 - 10:32
MOI-SMBA	MOI-SMBA		09/09/2014	9999-12-30 00:00:00	DECOMMISSIONED	19/06/2019 - 18:04
MOI-SMBA 20022018	MOI-SMBA 20022018		20/02/2018	9999-12-30 00:00:00	Operational	20/02/2018 - 15:57
MOI-SMBA_2	MOI-SMBA_2		08/12/2015	9999-12-30 00:00:00	DECOMMISSIONED	19/06/2019 - 18:08
MOI-SMBA_oracle	MOI-SMBA Oracle		26/08/2016	9999-12-30 00:00:00	DECOMMISSIONED	31/05/2018 - 15:00
MOI-SMBA_oracle	MOI-SMBA Oracle		12/08/2016	9999-12-30 00:00:00	CANCELED	12/08/2016 - 13:52
MOI-SMBA_oracle	MOI-SMBA Oracle		12/08/2016	9999-12-30 00:00:00	CANCELED	12/08/2016 - 14:06
MOI-SMBA_oracle	MOI-SMBA Oracle		12/08/2016	9999-12-30 00:00:00	CANCELED	12/08/2016 - 14:29
MOI-SMBA_oracle	MOI-SMBA Oracle		12/08/2016	9999-12-30 00:00:00	CANCELED	12/08/2016 - 16:18
MOM 2018	MOM 2018		24/04/2018	9999-12-30 00:00:00	CANCELED	24/04/2018 - 13:47
MOM 2018	MOM 2018		25/04/2018	9999-12-30 00:00:00	CANCELED	25/04/2018 - 12:03
MOM 2018	MOM 2018		25/04/2018	9999-12-30 00:00:00	CANCELED	25/04/2018 - 14:12
MOM 2018	MOM 2018		25/04/2018	9999-12-30 00:00:00	DRAFT	25/04/2018 - 14:18
MOM 2018	MOM 2018		25/04/2018	9999-12-30 00:00:00	Operational	25/04/2018 - 16:48
MOM 2018	MOM 2018		20/04/2018	9999-12-30 00:00:00	DRAFT	20/04/2018 - 10:09
MOM 2018	MOM 2018		20/04/2018	9999-12-30 00:00:00	CANCELED	20/04/2018 - 11:45
MOM 2018	MOM 2018		23/04/2018	9999-12-30 00:00:00	CANCELED	24/04/2018 - 08:16
MOM 2018	MOM 2018		24/04/2018	9999-12-30 00:00:00	CANCELED	24/04/2018 - 10:52
MOM 2018	MOM 2018		24/04/2018	9999-12-30 00:00:00	DRAFT	24/04/2018 - 11:44
MOM 2018	MOM 2018		24/04/2018	9999-12-30 00:00:00	CANCELED	24/04/2018 - 12:02
MOM_Inspire_20191101			04/11/2019	9999-12-30 00:00:00	Operational	04/11/2019 - 08:26
MQHotel	MQHotel		05/07/2018	9999-12-30 00:00:00	Operational	05/07/2018 - 10:11
nieuwe_range	nieuwe_range		14/10/2019	9999-12-30 01:00:00	DECOMMISSIONED	29/11/2019 - 12:54
nieuwe_range2	nieuwe_range2		14/10/2019	9999-12-30 01:00:00	DECOMMISSIONED	29/11/2019 - 13:05
NIM			10/06/2015	2015-06-24 15:19:00	DECOMMISSIONED	10/06/2015 - 18:27
NIMcheck			10/06/2015	2015-06-24 14:48:00	CANCELED	10/06/2015 - 17:18
Nog een Test	Kijken of OToD al vol zit		18/02/2013	9999-12-30 00:00:00	CANCELED	18/02/2013 - 14:53
NOW	NOW		09/04/2020	9999-12-30 01:00:00	DRAFT	09/04/2020 - 13:04
NOW	NOW		09/04/2020	9999-12-30 01:00:00	Operational	09/04/2020 - 13:24
OAM OIM	OAM OIM		18/02/2015	9999-12-30 00:00:00	DECOMMISSIONED	14/08/2017 - 10:14
OBI EE	OBI EE		29/11/2016	onbepaald	DRAFT	29/11/2016 - 13:49
OBI EE	OBI EE		29/11/2016	9999-12-30 01:00:00	DECOMMISSIONED	30/03/2020 - 18:09
OBI_20190611	OBI_20190611		11/06/2019	9999-12-30 00:00:00	Operational	11/06/2019 - 14:04
ODM	ODM Dev en Test		02/09/2019	9999-12-30 00:00:00	Operational	02/09/2019 - 10:47
ODS	ODS in de OTOD Cloud		07/08/2013	9999-12-30 00:00:00	CANCELED	07/08/2013 - 11:37
ODS Test	ODS in Test domein		20/08/2013	9999-12-30 00:00:00	DECOMMISSIONED	13/03/2015 - 12:56
ODS-T	ODS in OTOD Cloud		07/08/2013	9999-12-30 00:00:00	CANCELED	07/08/2013 - 13:04
OKL-FB-OTOD	OKL-FB-OTOD		15/03/2019	9999-12-30 00:00:00	DRAFT	15/03/2019 - 15:46
OKL-FB-OTOD	OKL-FB-OTOD		15/03/2019	9999-12-30 00:00:00	Operational	15/03/2019 - 16:22
OM	OM test servers		03/06/2013	9999-12-30 00:00:00	DECOMMISSIONED	10/08/2017 - 11:26
OM Robuust	OM Robuust		18/01/2017	9999-12-30 00:00:00	CANCELED	18/01/2017 - 17:23
OM-Robuust	OM-Robuust		18/01/2017	9999-12-30 00:00:00	CANCELED	18/01/2017 - 17:29
OMO	Oracle - MSoft - OpenSource POC		20/10/2016	onbepaald	DRAFT	20/10/2016 - 18:39
OMO	Oracle - MSoft - OpenSource POC		20/10/2016	9999-12-30 00:00:00	DECOMMISSIONED	10/11/2016 - 11:05
OMregieONT	OMregieONT		01/04/2015	9999-12-30 00:00:00	DECOMMISSIONED	10/08/2017 - 10:26
OM_Robuust	OM_Robuust		18/01/2017	9999-12-30 00:00:00	Operational	18/01/2017 - 17:52
onzin1	test321		23/11/2012	9999-12-30 00:00:00	DECOMMISSIONED	27/11/2012 - 11:14
OSB 12C	OSB 12C		01/12/2016	9999-12-30 00:00:00	Operational	01/12/2016 - 14:30
OToD	Controle en test		16/02/2015	9999-12-30 00:00:00	DECOMMISSIONED	04/02/2016 - 15:01
OToD oefen	Oefen server		30/07/2013	9999-12-30 00:00:00	DECOMMISSIONED	02/02/2015 - 15:04
Otod oefen 2	oefen project parte twee		04/07/2014	9999-12-30 00:00:00	DECOMMISSIONED	22/07/2014 - 11:46
OToD Portaal	OToD Portaal		02/05/2016	9999-12-30 00:00:00	Operational	02/05/2016 - 12:09
OTOD Tooling	OTOD Tooling Werkbedrijf		20/06/2018	9999-12-30 00:00:00	DRAFT	20/06/2018 - 08:55
OTOD Tooling	OTOD Tooling Werkbedrijf		20/06/2018	9999-12-30 00:00:00	DECOMMISSIONED	05/07/2018 - 10:30
OTOD Tooling	OTOD Tooling		05/07/2018	9999-12-30 00:00:00	Operational	05/07/2018 - 10:55
OTOD Tooling ST	OTOD Tooling ST		12/03/2019	9999-12-30 00:00:00	DECOMMISSIONED	12/03/2019 - 14:37
OToD-LPAR	LPAR test		09/01/2015	2015-01-23 16:46:00	DECOMMISSIONED	23/01/2015 - 17:01
otod_windows_klantexpert_20190	windows klantexpert		18/09/2019	9999-12-30 00:00:00	DRAFT	18/09/2019 - 08:24
otod_windows_klantexpert_20190	windows klantexpert		18/09/2019	9999-12-30 00:00:00	CANCELED	18/09/2019 - 08:40
otod_windows_klantexpert_20190	windows klantexpert		23/09/2019	9999-12-30 00:00:00	CANCELED	23/09/2019 - 10:11
otod_windows_klantexpert_20190	otod windows klantexpertise		03/09/2019	9999-12-30 00:00:00	CANCELED	16/09/2019 - 13:55
P7 TEST	P7 TEST		24/03/2019	9999-12-30 00:00:00	DECOMMISSIONED	26/03/2019 - 10:55
Pandora	Pandora		22/02/2016	9999-12-30 00:00:00	DECOMMISSIONED	16/11/2016 - 13:01
Pandora	Pandora en Subversion uitwijk en Releasestraat		27/07/2017	9999-12-30 00:00:00	DECOMMISSIONED	01/08/2017 - 17:06
Pandora	Pandora - Repository - Release		01/08/2017	onbepaald	DRAFT	01/08/2017 - 19:18
Pandora	Pandora - Repository - Release		01/08/2017	9999-12-30 00:00:00	DECOMMISSIONED	23/04/2018 - 10:31
Pandora	Pandora Monitoring		04/01/2017	9999-12-30 00:00:00	DECOMMISSIONED	27/07/2017 - 14:43
PAS	E-Afspraak bij 1e gebruiker SMZ		13/11/2018	9999-12-30 00:00:00	Operational	13/11/2018 - 11:55
PAS opleiding	PAS opleiding		27/11/2019	9999-12-30 01:00:00	DECOMMISSIONED	27/11/2019 - 14:24
PAS opleiding	PAS opleiding		04/12/2019	9999-12-30 01:00:00	DECOMMISSIONED	28/05/2020 - 09:41
PDI	PDI in OTOD		31/07/2013	9999-12-30 00:00:00	Operational	31/07/2013 - 14:20
PDI 04092019	PDI 04092019		04/09/2019	9999-12-30 00:00:00	Operational	04/09/2019 - 17:11
Peoplesoft	Peoplesoft		02/08/2016	9999-12-30 00:00:00	Operational	02/08/2016 - 11:01
Peoplesoft_Lab	Peoplesoft_Lab		02/09/2014	9999-12-30 00:00:00	DECOMMISSIONED	06/07/2016 - 15:00
PLM	PLM		15/09/2014	9999-12-30 00:00:00	CANCELED	15/09/2014 - 11:15
PLM	PLM		15/09/2014	9999-12-30 00:00:00	CANCELED	15/09/2014 - 11:20
PLM	PLM		15/09/2014	9999-12-30 00:00:00	CANCELED	15/09/2014 - 11:25
PLM	PLM		16/09/2014	9999-12-30 00:00:00	DECOMMISSIONED	14/05/2018 - 13:10
POC-ETL 11102018	POC-ETL 11102018		11/10/2018	9999-12-30 00:00:00	DECOMMISSIONED	15/05/2019 - 13:48
POC-Xebia	POC Xebia		10/03/2014	9999-12-30 00:00:00	Operational	10/03/2014 - 09:39
Polis Analyse Omgeving	Polis Analyse Omgeving		17/12/2018	9999-12-30 00:00:00	Operational	17/12/2018 - 16:09
Polis+	Polis+ in TEST		21/06/2013	9999-12-30 00:00:00	DECOMMISSIONED	25/02/2014 - 11:26
Portalen 2018	Portalen 2018		01/03/2018	9999-12-30 00:00:00	Operational	01/03/2018 - 11:02
Process mining BCK SMZ	Process mining BCK SMZ		06/11/2018	9999-12-30 00:00:00	Operational	06/11/2018 - 14:44
Proeftuin Herontwerp WW 201711	Proeftuin Herontwerp WW 201711		03/11/2017	9999-12-30 00:00:00	DRAFT	03/11/2017 - 14:03
Proeftuin Herontwerp WW 201711	Proeftuin Herontwerp WW 201711		03/11/2017	9999-12-30 00:00:00	Operational	03/11/2017 - 14:35
Proeftuin Herontwerp WW KIA	Proeftuin Herontwerp WW KIA		02/10/2018	9999-12-30 00:00:00	Operational	02/10/2018 - 17:10
Project-RIO-Herbouw-03102018	Project-RIO-Herbouw-03102018		03/10/2018	9999-12-30 00:00:00	CANCELED	03/10/2018 - 15:53
PRTG monitoring	PRTG monitoring		18/11/2016	onbepaald	DRAFT	18/11/2016 - 11:13
PRTG monitoring	PRTG monitoring		18/11/2016	9999-12-30 00:00:00	DECOMMISSIONED	22/03/2017 - 10:10
Puppet	Puppet		04/07/2017	9999-12-30 00:00:00	Operational	04/07/2017 - 09:50
Qlikview	Qlikview		04/10/2016	9999-12-30 00:00:00	Operational	04/10/2016 - 14:18
Qradar	Qradar omgeving		03/02/2015	9999-12-30 00:00:00	DECOMMISSIONED	01/03/2017 - 15:57
Qradar_oracle	Qradar omgeving Oracle		26/08/2016	9999-12-30 00:00:00	DECOMMISSIONED	01/03/2017 - 16:07
r12003test	dfsfd		29/05/2013	2013-06-12 09:50:00	CANCELED	29/05/2013 - 12:25
r12003test2	sdfdffd		29/05/2013	2013-06-12 10:37:00	CANCELED	29/05/2013 - 13:11
Rabo	Rabo in Otod Test		07/10/2014	9999-12-30 00:00:00	DECOMMISSION_FAILED	10/10/2014 - 18:54
RABO	RABO		14/10/2014	9999-12-30 00:00:00	DECOMMISSIONED	28/02/2017 - 10:38
RDP Polis Plus	RDP Polis Plus		18/12/2014	9999-12-30 00:00:00	Operational	18/12/2014 - 12:44
Reab	Reab test en ontwikkel servers		28/05/2013	9999-12-30 00:00:00	Operational	28/05/2013 - 13:21
Reab_Linux	REAB_Linux		10/09/2014	9999-12-30 00:00:00	DECOMMISSIONED	26/08/2016 - 15:48
Reab_Linux_oracle	Reab_Linux Oracle		26/08/2016	9999-12-30 00:00:00	DECOMMISSIONED	20/12/2018 - 16:54
Reab_Modus1	Reab_Modus1		14/07/2015	9999-12-30 00:00:00	DECOMMISSIONED	09/05/2017 - 10:22
Reab_oracle	Reab test en ontwikkel servers Oracle		12/08/2016	9999-12-30 00:00:00	Operational	12/08/2016 - 13:15
Rechtsorde 2018	Rechtsorde 2018		03/08/2018	9999-12-30 00:00:00	Operational	03/08/2018 - 12:19
Rekentools	Rekentools in Otod		04/02/2016	9999-12-30 00:00:00	Operational	04/02/2016 - 15:35
RIO Herbouw 03102018	RIO Herbouw 03102018		03/10/2018	9999-12-30 00:00:00	CANCELED	03/10/2018 - 15:00
RIO-Herbouw-04102018	RIO-Herbouw-04102018		04/10/2018	9999-12-30 00:00:00	CANCELED	04/10/2018 - 11:44
RIO-Herbouw-05102018	RIO-Herbouw-05102018		05/10/2018	2018-10-19 11:21:00	DECOMMISSIONED	19/10/2018 - 13:25
Rio-Herbouw-22102018	Rio-Herbouw-22102018		22/10/2018	9999-12-30 00:00:00	Operational	22/10/2018 - 07:47
RIO_03102018	RIO_03102018		03/10/2018	9999-12-30 00:00:00	CANCELED	03/10/2018 - 16:19
Scheiding Servicebus	Scheiding Servicebus		26/01/2018	9999-12-30 00:00:00	Operational	26/01/2018 - 10:32
scripttest	test		10/12/2013	2013-12-24 15:20:00	DECOMMISSIONED	11/12/2013 - 12:29
scripttest2	testestest		11/12/2013	2013-12-25 12:36:00	DECOMMISSIONED	12/12/2013 - 15:11
Selenium Framework	Selenium Framework	Ronald oomen	10/04/2017	9999-12-30 00:00:00	Operational	10/04/2017 - 14:32
sffd	sdfs		29/05/2013	2013-06-12 07:54:00	CANCELED	29/05/2013 - 10:30
sfsfsdhehjrtthdr	gdfhjethwfsdgerh		23/05/2013	2013-06-06 16:06:00	DECOMMISSIONED	27/05/2013 - 15:01
Sharepoint	Sharepoint		29/01/2019	9999-12-30 00:00:00	DRAFT	29/01/2019 - 17:54
Sharepoint	Sharepoint		29/01/2019	9999-12-30 00:00:00	Operational	29/01/2019 - 18:46
shareserverIBM	shareserverIBM		22/05/2013	9999-12-30 00:00:00	DECOMMISSIONED	06/06/2013 - 09:30
SI DEV 22112018	SI DEV 22112018		22/11/2018	9999-12-30 00:00:00	DRAFT	22/11/2018 - 11:15
SI DEV 22112018	SI DEV 22112018		22/11/2018	9999-12-30 00:00:00	Operational	22/11/2018 - 12:24
SI Test	SI Testomgeving		01/08/2018	9999-12-30 00:00:00	CANCELED	01/08/2018 - 07:12
SI Test	SI Test		01/08/2018	9999-12-30 00:00:00	Operational	01/08/2018 - 08:20
SI Test	SI Test		25/06/2018	9999-12-30 00:00:00	CANCELED	25/06/2018 - 09:59
SI-BIT 17012018	SI-BIT 17012018		17/01/2018	9999-12-30 00:00:00	Operational	17/01/2018 - 14:05
SI_BIT	SI_BIT		29/09/2017	9999-12-30 00:00:00	Operational	29/09/2017 - 09:40
Sjaak	Sjaak		22/02/2018	9999-12-30 00:00:00	Operational	22/02/2018 - 13:17
slawomir			02/04/2015	onbepaald	DECOMMISSIONED	10/04/2015 - 13:17
SMF	SMF in OTOD Cloud		19/03/2014	9999-12-30 00:00:00	CANCELED	19/03/2014 - 14:23
SMF	AIX development voor SMF		05/05/2014	9999-12-30 00:00:00	Operational	05/05/2014 - 11:13
SMF-2	2e SMF project		10/11/2015	9999-12-30 00:00:00	Operational	10/11/2015 - 12:04
SMZ - BRAVO	SMZ - BRAVO		01/09/2014	9999-12-30 00:00:00	CANCELED	01/09/2014 - 11:05
SMZ-BRAVO	SMZ BRAVO		01/09/2014	9999-12-30 00:00:00	Operational	01/09/2014 - 11:45
SMZ-RDP	Testwerkplek in Otod voor SMZ		10/11/2014	9999-12-30 01:00:00	DECOMMISSIONED	13/01/2020 - 10:30
Sofie	Sofie		01/04/2020	9999-12-30 01:00:00	Operational	01/04/2020 - 10:32
Sonar	CRM klantvolgsysteem		06/01/2016	9999-12-30 00:00:00	CANCELED	07/01/2016 - 10:11
Sonar	CRM klantvolgsysteem		07/01/2016	9999-12-30 00:00:00	Operational	07/01/2016 - 11:34
Sonar EA 09042019	Sonar EA 09042019		09/04/2019	9999-12-30 00:00:00	Operational	09/04/2019 - 12:53
Sonar TO2	Sonar TO2		28/02/2020	9999-12-30 01:00:00	Operational	28/02/2020 - 15:06
Sonar TT2	Sonar TT2		11/02/2020	9999-12-30 01:00:00	DRAFT	11/02/2020 - 10:29
Sonar TT2	Sonar TT2		11/02/2020	9999-12-30 01:00:00	Operational	11/02/2020 - 10:59
sonar-t1	sonar-t1		09/01/2017	9999-12-30 00:00:00	CANCELED	09/01/2017 - 11:30
sonar-t5	Sonar TT5		23/11/2018	9999-12-30 00:00:00	Operational	23/11/2018 - 12:05
Sonar-_-T1	Sonar T1		09/01/2017	9999-12-30 00:00:00	CANCELED	09/01/2017 - 11:42
SonarQube	SonarQube		09/10/2018	9999-12-30 00:00:00	Operational	09/10/2018 - 12:41
SonarT1	SonarT1		09/01/2017	9999-12-30 00:00:00	CANCELED	09/01/2017 - 11:13
Sonar_IP_2019			04/11/2019	9999-12-30 00:00:00	Operational	04/11/2019 - 11:29
Sonar___T1	Sonar T1		09/01/2017	9999-12-30 00:00:00	CANCELED	09/01/2017 - 12:03
Speeltuin_TSC	Speeltuin_TSC		02/09/2016	9999-12-30 00:00:00	CANCELED	02/09/2016 - 13:09
Spiegel	Spiegel		22/03/2018	9999-12-30 01:00:00	DECOMMISSIONED	30/01/2020 - 10:15
STEV 06082018	STEV 06082018		06/08/2018	9999-12-30 00:00:00	DRAFT	06/08/2018 - 12:50
STEV 06082018	STEV 06082018		06/08/2018	9999-12-30 00:00:00	Operational	06/08/2018 - 13:53
Stubstore	Stub store		14/05/2014	9999-12-30 00:00:00	DECOMMISSIONED	20/01/2017 - 13:45
Subversion	Versiebeheer in DEV		06/09/2013	9999-12-30 00:00:00	CANCELED	06/09/2013 - 09:17
Subversion DEV	Subversion in DEV		10/09/2013	9999-12-30 00:00:00	DECOMMISSIONED	03/02/2014 - 12:39
Systemteam-load-balancing	Systemteam-load-balancing		23/12/2019	9999-12-30 01:00:00	DRAFT	23/12/2019 - 12:06
Systemteam-load-balancing	Systemteam-load-balancing		23/12/2019	9999-12-30 01:00:00	Operational	23/12/2019 - 12:57
T-Beheerserver	T-Beheerserver		23/04/2013	9999-12-30 00:00:00	CANCELED	23/04/2013 - 10:13
TAF 2018	TAF		12/03/2018	9999-12-30 00:00:00	Operational	12/03/2018 - 14:38
Taskforce			30/01/2014	9999-12-30 00:00:00	DECOMMISSIONED	25/02/2014 - 10:59
TBeheer			23/04/2013	9999-12-30 00:00:00	DECOMMISSIONED	24/04/2013 - 10:21
TCCA	Test Cloud Core Availability		15/02/2013	9999-12-30 00:00:00	DECOMMISSIONED	20/02/2013 - 16:19
test	test		08/04/2014	2014-05-31 12:07:00	CANCELED	08/04/2014 - 14:24
Test 2003 DEV	Test 2003		17/05/2013	2013-05-31 08:53:00	DECOMMISSIONED	22/05/2013 - 17:58
Test Beheer	Beheerserver(s) voor Test		02/05/2013	9999-12-30 00:00:00	DECOMMISSIONED	27/05/2013 - 15:03
Test project	test project	Klaas Vaak		onbepaald	In gebruik	14/11/2019 - 13:08
Test project				onbepaald	up en running	14/11/2019 - 13:13
test project from image	Project from image test		17/07/2014	2014-07-24 11:34:00	CANCELED	17/07/2014 - 13:37
Test123project				onbepaald	Operational	14/11/2019 - 13:16
test2	test2		22/10/2012	2012-11-05 12:06:00	DECOMMISSIONED	27/11/2012 - 10:44
test200364	jhdfdf		29/05/2013	2013-06-12 08:55:00	CANCELED	29/05/2013 - 11:44
test2016	Test 2016		23/06/2017	9999-12-30 00:00:00	DECOMMISSIONED	07/07/2017 - 13:14
test512mb	512mbtest		23/11/2012	9999-12-30 00:00:00	DECOMMISSIONED	27/11/2012 - 10:45
testaix	aix in o		24/04/2013	9999-12-30 00:00:00	DECOMMISSIONED	06/05/2013 - 14:24
TestBeheer	Beheerserver voor TEST domein		07/05/2013	9999-12-30 00:00:00	CANCELED	07/05/2013 - 16:29
testhd1_5	test HD 5 stuks		28/11/2012	9999-12-30 00:00:00	DECOMMISSIONED	22/04/2013 - 10:57
testimagebak6	sdsdf		23/05/2013	2013-06-06 14:56:00	DECOMMISSIONED	23/05/2013 - 18:05
testmailtest1	wat een getest		13/02/2013	9999-12-30 00:00:00	DECOMMISSIONED	13/02/2013 - 14:35
testmoment1	test		26/03/2013	9999-12-30 00:00:00	DECOMMISSIONED	22/04/2013 - 10:58
testsavefrommg			10/04/2013	2013-04-24 09:22:00	DECOMMISSIONED	22/04/2013 - 10:59
testscript1	test		01/05/2013	2013-05-15 10:49:00	DECOMMISSIONED	23/05/2013 - 11:55
testscript2	dfsdf		03/05/2013	2013-05-17 11:11:00	DECOMMISSIONED	23/05/2013 - 11:55
test_20180911			11/09/2018	2018-09-25 08:49:00	DRAFT	11/09/2018 - 11:05
test_20180911			11/09/2018	2018-09-25 08:49:00	CANCELED	11/09/2018 - 11:09
test_beta20180911			11/09/2018	2018-09-25 09:16:00	DECOMMISSIONED	25/09/2018 - 11:19
TET	TET servers in DEV	Ronald Weldam	04/06/2013	9999-12-30 00:00:00	Operational	04/06/2013 - 09:55
TFS	TFS		01/05/2019	9999-12-30 00:00:00	Operational	01/05/2019 - 14:56
TFS_20190401			01/04/2019	9999-12-30 00:00:00	CANCELED	01/04/2019 - 07:25
TFS_20190401			01/04/2019	9999-12-30 00:00:00	CANCELED	01/04/2019 - 07:41
TFS_20190401			03/04/2019	9999-12-30 00:00:00	CANCELED	03/04/2019 - 08:50
TFS_20190401			03/04/2019	9999-12-30 00:00:00	Operational	03/04/2019 - 14:32
TIM	TIM		12/09/2019	9999-12-30 00:00:00	Operational	12/09/2019 - 12:48
TL KenSMZ	TL KenSMZ		10/11/2014	9999-12-30 00:00:00	CANCELED	10/11/2014 - 13:26
TL KenSMZ	TL KenSMZ		10/11/2014	9999-12-30 00:00:00	CANCELED	10/11/2014 - 14:05
TL KenSMZ	TL KenSMZ		11/11/2014	9999-12-30 00:00:00	CANCELED	11/11/2014 - 14:31
TL KenSMZ	TL KenSMZ		13/11/2014	9999-12-30 00:00:00	DECOMMISSIONED	02/12/2014 - 09:06
TL KenSMZ	TL KenSMZ		02/12/2014	9999-12-30 00:00:00	Operational	02/12/2014 - 10:09
TLCA	Test LPar Core Availability		15/02/2013	9999-12-30 00:00:00	CANCELED	15/02/2013 - 14:55
Toekomstvast Inputmanagement	Toekomstvast Inputmanagement		08/08/2017	9999-12-30 00:00:00	Operational	08/08/2017 - 13:44
TOV IV-WERKBedrijf	TOV IV-WERKBedrijf 20200702		02/07/2020	9999-12-30 01:00:00	Operational	02/07/2020 - 12:45
TriplEforms	Test tripleforms Kodision	Niels Geertsema	17/02/2016	9999-12-30 00:00:00	Operational	17/02/2016 - 14:00
TSA-SMZ	TSA-SMZ		06/02/2020	9999-12-30 01:00:00	Operational	06/02/2020 - 11:34
TSC Speeltuin	TSC Speeltuin		02/09/2016	9999-12-30 00:00:00	CANCELED	02/09/2016 - 12:24
TSC-Speeltuin	TSC-Speeltuin		02/09/2016	9999-12-30 00:00:00	CANCELED	02/09/2016 - 12:40
TSC-_-Speeltuin	TSC-_-Speeltuin		05/09/2016	9999-12-30 00:00:00	Operational	05/09/2016 - 12:56
TSC_Speeltuin	TSC_Speeltuin		02/09/2016	9999-12-30 00:00:00	CANCELED	02/09/2016 - 12:32
TSC__Speeltuin	TSC Speeltuin		02/09/2016	9999-12-30 00:00:00	CANCELED	02/09/2016 - 17:35
Tweede accept - eFlow	Tweede accept - eFlow	Remo Cantatore	03/08/2015	9999-12-30 00:00:00	DECOMMISSIONED	14/02/2017 - 16:22
Tweede accept - MOM	Tweede accept - MOM		03/08/2015	9999-12-30 00:00:00	DECOMMISSIONED	19/01/2016 - 17:01
Tweede accept __ MOM	Tweede accept - MOM		19/01/2016	onbepaald	DRAFT	19/01/2016 - 18:19
Tweede accept __ MOM	Tweede accept - MOM		19/01/2016	9999-12-30 00:00:00	DECOMMISSIONED	24/04/2019 - 14:16
