node	aanvraag	0	26013	26013	und	0	2003 Server	\N
node	aanvraag	0	26185	26185	und	0	Bij SQL server ook SQL server Management studio installeren	\N
node	aanvraag	0	26307	26307	und	0	Graag voorzien van :\
- VISUAL STUDIO 2015\
	\N
node	aanvraag	0	26728	26728	und	0	Zie ook aanwezige MOI-SMBA Testomgeving 	\N
node	aanvraag	0	27192	27192	und	0	Deze server moet van plaats de 10.140.178.14 komen.\
Gaarne de ip adress, Werkgeheugen, CPU's etc zo veel mogelijk gelijk houden.\
Alleen de OS moet naar de 2012.	\N
node	aanvraag	0	27229	27229	und	0	Oracle 11G + OWB -> Indien de servergegevens bekend zijn, zal er via Carel Higler licenties worden aangevraagd	\N
node	aanvraag	0	27464	27464	und	0	Deze VM zal gebruikt worden om de werkwijze met een VDI voor de ontwikkelaars te testen. Er zal de nodige software door ons op geinstalleerd worden waarna we met name de toegang via RDP tot de OTOD omgevingen willen test c.q. demonstreren.	\N
node	aanvraag	0	27631	27631	und	0	Ook graag IBM C compiler erop zetten	\N
node	aanvraag	0	27828	27828	und	0	Zie technische requirements.\
\
DNS naam binnen/buiten otod:\
\
PUM FSCM:\
erpuwvdev92pumf.ba.uwv.nl\
\
Web/app server (incl. procesplanner): EXTRA Middleware IBM JDK 1.7.0 SR6+/64 op /w001/app/ibm/java/...\
erpuwvdev92app.ba.uwv.nl\
\
Database server: EXTRA Middleware Oracle database 12C EE/64 op /a01/app/oracle/product/12.1.0/dbhome_1/... (op account: oradba; group: dba)\
erpuwvdev92db.ba.uwv.nl\
\
Batch server:\
erpuwvdev92win.ba.uwv.nl\
\
SES server:\
erpuwvdev92ses.ba.uwv.nl\
\
Terminal server\
erpuwvdev92term.ba.uwv.nl	\N
node	aanvraag	0	27833	27833	und	0	Aanvraag voor een nieuwe ontwikkelserver voor BIT.\
Specs gelijk aan de VMD010140178045.DEV.local, alleen met 150 GB\
Alleen OS opleveren, de rest doen we zelf!\
	\N
node	aanvraag	0	28758	28758	und	0	Memory 8gb (op termijn moeten we dat waarschijnlijk vergroten als Confluence en Crucible intensief gebruikt gaan worden). \
Disk space op /u01 200gb\
Disk space primair/root groter dan 60gb\
	\N
node	aanvraag	0	29201	29201	und	0	De bestaande server vmd010140178063 / erpuwvdev92win.ba.uwv.nl / 10.140.178.63 uitbreiden met:\
- 2 extra processoren\
- 32 GB extra intern geheugen\
- toevoegen schijf F: van 200 GB\
\
Met deze hardware kunnen we de nieuwe door Oracle ondersteunde zoek technologie toevoegen; ElasticSearch. Na een geslaagde POC gaat deze toevoeging de huidige SES (AIX) server vervangen; voor het verwijderen van die server wordt later apart een aanvraag voor ingediend.	\N
node	aanvraag	0	29329	29329	und	0	De volgende server kan uit de project configuratie verwijderd worden; deze is vervangen door de installatie van nieuw aangeleverde zoek middleware op de windows server van de omgeving (die we daarvoor hebben laten uitbreiden). Er hoeft van de server geen software, data of storage beward te worden.\
\
Te verwijderen:\
erpuwvdev92ses.ba.uwv.nl\	10.140.178.90\	VMD010140178090\	Search server (AIX)\
	\N
node	aanvraag	0	29927	29927	und	0	De bestaande server: "erpuwvdev92term.ba.uwv.nl / 10.140.178.89 / VMD010140178089 / Terminal server" graag uitbreiden met een extra disk van ca. 200GB. Deze disk gaat gebruikt worden als uitwisselingsschijf met IBM DBA/TAB ten behoeve van de PeopleSoft Upgrade zoals besproken op 28-2-2017 (Jochem, Robert, Thijs, Rob en Gert-Jan).\
	\N
node	aanvraag	0	29981	29981	und	0	Graag Redhat 7.3	\N
node	aanvraag	0	30249	30249	und	0	AIX 7.2 i.p.v. 7.1 nodig!	\N
node	aanvraag	0	30283	30283	und	0	graag SQL server database 2012	\N
node	aanvraag	0	30331	30331	und	0	Zie huidige OToD ontwikkelomgeving 10.140.178.83	\N
node	aanvraag	0	30426	30426	und	0	Opmerking Jochem: Graag een applicatie server inrichten identiek aan 10.140.176.12 (dus ook de AIX versie) en DB server inrichten met AIX 7.2 en Oracle 12.1 conform de 10.140.176.32	\N
node	aanvraag	0	30488	30488	und	0	O server met 2 CPU's als 1e opleveren	\N
node	aanvraag	0	30537	30537	und	0	In overleg met jullie: we hebben in eerste instantie een windows server 2012 besteld, die willen we omzetten naar een windows server 2016. Aanvraagnummer van 2012 server = 30283	\N
node	aanvraag	0	30541	30541	und	0	Alleen een kaal OS W2008R2 image opleveren.\
De middleware doen we zelf.\
Oscar Vermeer is akkoord voor deze aanvraag	\N
node	aanvraag	0	30606	30606	und	0	Alleen een kaal OS W2012RO image opleveren. De middleware doen we zelf. Oscar Vermeer is akkoord\
voor deze aanvraag	\N
node	aanvraag	0	30667	30667	und	0	Ik heb de aantallen CPU's en zo op 1 gezet. Deze omgeving moet een extra O omgevingen worden conform de bestaande TO1 dus de machines moeten duplicaten zijn van deze machines:\
10.140.176.113  vmt010140176113.test.local      Reverse proxy\
10.140.176.145  vmt010140176145.test.local      Diensten TO1\
10.140.176.93           vmt01014017693.test.local        Presentatie/OID TO1\
10.140.176.146  vmt010140176146.test.local       SOA/OSB TO1\
10.140.176.147  vmt010140176147.test.local       WCC TO1\
10.140.176.151   vmt010140176151.test.local      OSB 12c\
10.140.177.0     vmt010140177000.test.local      Elise 6.7 (2800)\
\
Kunnen jullie ze met dezelfde specs en hetzelfde OS opleveren?\
Dank!\
Dries	\N
node	aanvraag	0	30668	30668	und	0	Deze machine zal TFS 2017 gaan hosten. Daar is MS-SQL 2016/64 voor nodig wat op dezelfde machine geinstalleerd zal gaan worden. Als OS is Windows 2016/64 SP1 vereist.	\N
node	aanvraag	0	30673	30673	und	0	OS is niet te kiezen. het gaat om Windows Server 2016 standaard. De middleware doen we zelf. Oscar Vermeer is akkoord\
