node	service_requests	0	21738	21738	und	0	IBMNLY90859	plain_text
node	service_requests	0	21739	21739	und	0	IBMNLY90859	plain_text
node	service_requests	0	21740	21740	und	0	IBMNLY90859	plain_text
node	service_requests	0	21741	21741	und	0	IBMNLY90859	plain_text
node	service_requests	0	21742	21742	und	0	RSW009	plain_text
node	service_requests	0	21743	21743	und	0	RSW009	plain_text
node	service_requests	0	21744	21744	und	0	RSW009	plain_text
node	service_requests	0	21745	21745	und	0	RSW009	plain_text
node	service_requests	0	21746	21746	und	0	RSW009	plain_text
node	service_requests	0	21747	21747	und	0	RSW009	plain_text
node	service_requests	0	21748	21748	und	0	RSW009	plain_text
node	service_requests	0	21749	21749	und	0	IBMNLY90859	plain_text
node	service_requests	0	21750	21750	und	0	FVO013	plain_text
node	service_requests	0	21751	21751	und	0	FVO013	plain_text
node	service_requests	0	21752	21752	und	0	FVO013	plain_text
node	service_requests	0	21753	21753	und	0	FVO013	plain_text
node	service_requests	0	21754	21754	und	0	FVO013	plain_text
node	service_requests	0	21755	21755	und	0	IBMNLY90859	plain_text
node	service_requests	0	21756	21756	und	0	IBMNLY90859	plain_text
node	service_requests	0	21757	21757	und	0	IBMNLY90859	plain_text
node	service_requests	0	21758	21758	und	0	IBMNLY90859	plain_text
node	service_requests	0	21759	21759	und	0	IBMNLY90859	plain_text
node	service_requests	0	21760	21760	und	0	IBMNLY90859	plain_text
node	service_requests	0	21761	21761	und	0	FVO013	plain_text
node	service_requests	0	21762	21762	und	0	IBMNLY90859	plain_text
node	service_requests	0	21763	21763	und	0	FVO013	plain_text
node	service_requests	0	21764	21764	und	0	FVO013	plain_text
node	service_requests	0	21765	21765	und	0	FVO013	plain_text
node	service_requests	0	21766	21766	und	0	FVO013	plain_text
node	service_requests	0	21767	21767	und	0	IBMNLY90859	plain_text
node	service_requests	0	21768	21768	und	0	IBMNLY90859	plain_text
node	service_requests	0	21769	21769	und	0	IBMNLY90859	plain_text
node	service_requests	0	21770	21770	und	0	FVO013	plain_text
node	service_requests	0	21771	21771	und	0	FVO013	plain_text
node	service_requests	0	21772	21772	und	0	FVO013	plain_text
node	service_requests	0	21773	21773	und	0	FVO013	plain_text
node	service_requests	0	21774	21774	und	0	FVO013	plain_text
node	service_requests	0	21775	21775	und	0	FVO013	plain_text
node	service_requests	0	21776	21776	und	0	FVO013	plain_text
node	service_requests	0	21777	21777	und	0	FVO013	plain_text
node	service_requests	0	21778	21778	und	0	FVO013	plain_text
node	service_requests	0	21779	21779	und	0	FVO013	plain_text
node	service_requests	0	21780	21780	und	0	FVO013	plain_text
node	service_requests	0	21781	21781	und	0	FVO013	plain_text
node	service_requests	0	21782	21782	und	0	FVO013	plain_text
node	service_requests	0	21783	21783	und	0	FVO013	plain_text
node	service_requests	0	21784	21784	und	0	FVO013	plain_text
node	service_requests	0	21785	21785	und	0	FVO013	plain_text
node	service_requests	0	21786	21786	und	0	FVO013	plain_text
node	service_requests	0	21787	21787	und	0	FVO013	plain_text
node	service_requests	0	21788	21788	und	0	FVO013	plain_text
node	service_requests	0	21789	21789	und	0	IBMNLY90859	plain_text
node	service_requests	0	21790	21790	und	0	FVO013	plain_text
node	service_requests	0	21791	21791	und	0	FVO013	plain_text
node	service_requests	0	21792	21792	und	0	FVO013	plain_text
node	service_requests	0	21793	21793	und	0	FVO013	plain_text
node	service_requests	0	21794	21794	und	0	FVO013	plain_text
node	service_requests	0	21795	21795	und	0	FVO013	plain_text
node	service_requests	0	21796	21796	und	0	FVO013	plain_text
node	service_requests	0	21797	21797	und	0	FVO013	plain_text
node	service_requests	0	21798	21798	und	0	FVO013	plain_text
node	service_requests	0	21799	21799	und	0	FVO013	plain_text
node	service_requests	0	21800	21800	und	0	FVO013	plain_text
node	service_requests	0	21801	21801	und	0	FVO013	plain_text
node	service_requests	0	21802	21802	und	0	FVO013	plain_text
node	service_requests	0	21803	21803	und	0	RSW009	plain_text
node	service_requests	0	21804	21804	und	0	RSW009	plain_text
node	service_requests	0	21805	21805	und	0	RSW009	plain_text
node	service_requests	0	21806	21806	und	0	RSW009	plain_text
node	service_requests	0	21807	21807	und	0	RSW009	plain_text
node	service_requests	0	21808	21808	und	0	RSW009	plain_text
node	service_requests	0	21809	21809	und	0	FVO013	plain_text
node	service_requests	0	21810	21810	und	0	IBMNLY90859	plain_text
node	service_requests	0	21811	21811	und	0	IBMNLY90859	plain_text
node	service_requests	0	21812	21812	und	0	IBMNLY90859	plain_text
node	service_requests	0	21813	21813	und	0	FVO013	plain_text
node	service_requests	0	21814	21814	und	0	FVO013	plain_text
node	service_requests	0	21815	21815	und	0	FVO013	plain_text
node	service_requests	0	21816	21816	und	0	IBMNLY90859	plain_text
node	service_requests	0	21817	21817	und	0	IBMNLY90859	plain_text
node	service_requests	0	21818	21818	und	0	IBMNLY90859	plain_text
node	service_requests	0	21819	21819	und	0	IBMNLY90859	plain_text
node	service_requests	0	21820	21820	und	0	IBMNLY90859	plain_text
node	service_requests	0	21821	21821	und	0	IBMNLY90859	plain_text
node	service_requests	0	21822	21822	und	0	FVO013	plain_text
node	service_requests	0	21823	21823	und	0	FVO013	plain_text
node	service_requests	0	21824	21824	und	0	FVO013	plain_text
node	service_requests	0	21825	21825	und	0	FVO013	plain_text
node	service_requests	0	21826	21826	und	0	FVO013	plain_text
node	service_requests	0	21827	21827	und	0	FVO013	plain_text
node	service_requests	0	21828	21828	und	0	FVO013	plain_text
node	service_requests	0	21829	21829	und	0	RSW009	plain_text
node	service_requests	0	21830	21830	und	0	RSW009	plain_text
node	service_requests	0	21831	21831	und	0	RSW009	plain_text
node	service_requests	0	21832	21832	und	0	RSW009	plain_text
node	service_requests	0	21833	21833	und	0	RSW009	plain_text
node	service_requests	0	21834	21834	und	0	RSW009	plain_text
node	service_requests	0	21835	21835	und	0	RSW009	plain_text
node	service_requests	0	21836	21836	und	0	FVO013	plain_text
node	service_requests	0	21837	21837	und	0	FVO013	plain_text
node	service_requests	0	21838	21838	und	0	FVO013	plain_text
node	service_requests	0	21839	21839	und	0	FVO013	plain_text
node	service_requests	0	21840	21840	und	0	RSW009	plain_text
node	service_requests	0	21841	21841	und	0	FVO013	plain_text
node	service_requests	0	21842	21842	und	0	FVO013	plain_text
node	service_requests	0	21843	21843	und	0	FVO013	plain_text
node	service_requests	0	21844	21844	und	0	FVO013	plain_text
node	service_requests	0	21845	21845	und	0	FVO013	plain_text
node	service_requests	0	21846	21846	und	0	FVO013	plain_text
node	service_requests	0	21847	21847	und	0	FVO013	plain_text
node	service_requests	0	21848	21848	und	0	RKO116	plain_text
node	service_requests	0	21849	21849	und	0	RKO116	plain_text
node	service_requests	0	21850	21850	und	0	RKO116	plain_text
node	service_requests	0	21851	21851	und	0	RKO116	plain_text
node	service_requests	0	21852	21852	und	0	RKO116	plain_text
node	service_requests	0	21853	21853	und	0	RKO116	plain_text
node	service_requests	0	21854	21854	und	0	RKO116	plain_text
node	service_requests	0	21855	21855	und	0	FVO013	plain_text
node	service_requests	0	21856	21856	und	0	FVO013	plain_text
node	service_requests	0	21857	21857	und	0	RKO116	plain_text
node	service_requests	0	21858	21858	und	0	FVO013	plain_text
node	service_requests	0	21859	21859	und	0	FVO013	plain_text
node	service_requests	0	21860	21860	und	0	FVO013	plain_text
node	service_requests	0	21861	21861	und	0	FVO013	plain_text
node	service_requests	0	21862	21862	und	0	FVO013	plain_text
node	service_requests	0	21863	21863	und	0	FVO013	plain_text
node	service_requests	0	21864	21864	und	0	FVO013	plain_text
node	service_requests	0	21865	21865	und	0	FVO013	plain_text
node	service_requests	0	21866	21866	und	0	FVO013	plain_text
node	service_requests	0	21867	21867	und	0	FVO013	plain_text
